10000042,10000042,1/14/1949,Female,African American,no,no,yes,private
10000043,10000043,7/5/1996,Female,Caucasian,no,no,yes,public
10000044,10000044,8/20/2011,Female,Caucasian,no,no,yes,private
10000045,10000045,11/18/1972,Female,Caucasian,no,no,no,none
10000046,10000046,2/1/2013,Male,Caucasian,no,no,yes,private
10000047,10000047,10/19/1994,Female,Hispanic,no,no,yes,private
10000048,10000048,10/17/1958,Male,Caucasian,no,no,no,private
10000049,10000049,8/21/2001,Male,Asian,no,no,yes,private
10000050,10000050,3/18/1978,Female,Hispanic,no,no,yes,private
10000051,10000051,8/19/1953,Male,Caucasian,no,no,no,none
10000052,10000052,6/24/1979,Female,Asian,no,no,yes,private
10000053,10000053,1/4/2015,Male,Caucasian,no,no,yes,private
10000054,10000054,8/16/1930,Female,Hispanic,no,no,yes,private
10000055,10000055,1/16/1992,Male,Caucasian,no,no,yes,public
10000056,10000056,8/12/1921,Male,Caucasian,no,no,no,public
10000057,10000057,8/9/2007,Female,Asian,no,no,yes,public
10000058,10000058,6/18/1935,Male,Caucasian,no,no,yes,private
10000059,10000059,1/25/1949,Female,Caucasian,no,no,yes,public
10000060,10000060,3/25/1931,Female,Caucasian,no,no,yes,none
10000061,10000061,1/22/1923,Male,African American,yes,no,yes,public
10000062,10000062,4/5/2002,Male,Caucasian,no,no,yes,private
10000063,10000063,6/13/1981,Male,African American,no,no,yes,none
10000064,10000064,5/15/1968,Male,Hispanic,no,no,yes,public
10000065,10000065,6/22/1983,Female,Caucasian,yes,no,yes,public
10000066,10000066,7/14/1976,Female,Caucasian,no,no,yes,private
10000067,10000067,10/22/2013,Female,Caucasian,yes,no,yes,private
10000068,10000068,3/26/1960,Male,Caucasian,no,no,yes,private
10000069,10000069,3/6/2001,Male,African American,no,no,yes,private
10000070,10000070,7/23/1994,Male,Caucasian,no,no,yes,none
10000071,10000071,2/13/1928,Female,Caucasian,no,no,yes,none
10000072,10000072,10/18/2002,Male,African American,no,no,yes,private
10000073,10000073,11/21/1978,Male,Caucasian,no,no,yes,public
10000074,10000074,5/2/1927,Female,Caucasian,no,no,no,private
10000075,10000075,8/20/1989,Male,Caucasian,no,no,yes,private
10000076,10000076,7/19/1960,Female,Caucasian,no,no,yes,private
10000077,10000077,6/15/1968,Male,Caucasian,no,no,yes,none
10000078,10000078,5/7/1928,Female,African American,no,no,yes,public
10000079,10000079,8/1/1949,Female,Caucasian,no,no,yes,none
10000080,10000080,3/3/1966,Female,African American,no,no,no,public
10000081,10000081,4/24/1998,Male,Caucasian,no,no,yes,public
10000082,10000082,10/4/1985,Male,Caucasian,no,no,yes,public
10000083,10000083,2/10/1927,Female,Hispanic,no,no,yes,private
10000084,10000084,3/18/1953,Female,Caucasian,no,no,yes,private
10000085,10000085,4/22/1956,Male,Hispanic,no,no,yes,public
10000086,10000086,10/9/1936,Female,Caucasian,no,no,no,private
10000087,10000087,1/1/2010,Female,Caucasian,no,no,yes,private
10000088,10000088,9/16/2010,Female,Caucasian,no,no,yes,public
10000089,10000089,3/20/1988,Male,Caucasian,yes,no,yes,none
10000090,10000090,7/23/1970,Female,Caucasian,no,no,yes,private
10000091,10000091,5/19/1932,Male,Asian,no,no,yes,none
10000092,10000092,7/24/1980,Male,Caucasian,no,no,no,private
10000093,10000093,8/14/1994,Male,Caucasian,no,no,yes,private
10000094,10000094,3/1/2018,Female,Hispanic,no,no,yes,none
10000095,10000095,1/8/1951,Male,African American,no,no,yes,private
10000096,10000096,2/12/2002,Female,Caucasian,no,no,yes,none
10000097,10000097,5/23/1970,Female,Caucasian,no,no,yes,private
10000098,10000098,9/24/1936,Female,Hispanic,yes,no,yes,private
10000099,10000099,6/14/1986,Female,Asian,no,no,yes,private
10000100,10000100,3/7/2007,Male,Caucasian,no,no,yes,private
10000101,10000101,4/1/1935,Male,Hispanic,no,no,yes,private
10000102,10000102,3/8/1931,Female,Caucasian,no,no,yes,public
10000103,10000103,8/7/2017,Female,Caucasian,no,no,yes,private
10000104,10000104,10/21/2016,Female,Caucasian,yes,no,yes,private
10000105,10000105,6/10/1966,Male,African American,no,no,yes,private
10000106,10000106,8/21/1922,Male,Caucasian,no,no,yes,none
10000107,10000107,9/1/1998,Female,Asian,no,no,no,private
10000108,10000108,5/5/1964,Male,Hispanic,no,no,yes,private
10000109,10000109,5/13/1998,Female,Caucasian,no,no,yes,private
10000110,10000110,2/5/1973,Female,Caucasian,no,no,yes,public
10000111,10000111,6/2/1932,Male,African American,no,no,no,private
10000112,10000112,3/10/1946,Female,African American,no,no,yes,none
10000113,10000113,1/6/1984,Female,Caucasian,no,no,no,none
10000114,10000114,6/18/1942,Female,Hispanic,no,no,yes,private
10000115,10000115,11/23/1937,Female,Caucasian,no,no,no,none
10000116,10000116,11/11/1926,Male,Caucasian,no,no,yes,none
10000117,10000117,6/24/1921,Male,Caucasian,no,no,yes,public
10000118,10000118,10/7/1995,Male,Asian,no,no,yes,public
10000119,10000119,3/1/1978,Female,Caucasian,no,no,yes,none
10000120,10000120,4/16/1971,Female,Caucasian,no,no,yes,public
10000121,10000121,6/3/1957,Female,African American,no,no,yes,private
10000122,10000122,10/15/1923,Female,Hispanic,yes,yes,yes,none
10000123,10000123,10/25/1954,Male,Caucasian,no,no,yes,private
10000124,10000124,6/10/1946,Female,Asian,no,no,yes,public
10000125,10000125,11/17/1937,Female,Caucasian,no,no,yes,none
10000126,10000126,10/26/1975,Male,African American,yes,no,yes,none
10000127,10000127,4/19/1927,Male,African American,no,no,yes,private
10000128,10000128,11/22/1937,Male,African American,no,no,yes,none
10000129,10000129,3/12/1950,Female,Caucasian,no,no,yes,private
10000130,10000130,10/24/2006,Male,Caucasian,no,no,no,private
10000131,10000131,6/3/2006,Male,Caucasian,yes,no,yes,public
10000132,10000132,8/20/2007,Female,Hispanic,no,no,no,private
10000133,10000133,9/18/2005,Male,Hispanic,yes,no,yes,private
10000134,10000134,4/20/1979,Female,Caucasian,no,no,yes,private
10000135,10000135,6/27/1935,Male,Caucasian,no,no,no,private
10000136,10000136,9/1/2011,Female,Caucasian,no,no,no,private
10000137,10000137,9/16/1997,Female,Caucasian,no,no,yes,private
10000138,10000138,4/5/1978,Female,Caucasian,no,no,yes,public
10000139,10000139,7/6/1937,Female,Caucasian,yes,no,yes,private
10000140,10000140,11/3/1981,Male,Caucasian,yes,no,yes,private
10000141,10000141,5/14/2006,Male,Caucasian,no,no,yes,private
10000142,10000142,1/17/2008,Female,Caucasian,no,no,yes,public
10000143,10000143,10/19/1998,Male,African American,no,no,yes,private
10000144,10000144,1/26/1969,Male,African American,no,no,yes,private
10000145,10000145,8/21/1988,Female,Hispanic,no,no,yes,private
10000146,10000146,4/20/1945,Female,Asian,no,no,yes,private
10000147,10000147,1/18/1970,Female,Caucasian,no,no,yes,public
10000148,10000148,7/14/2001,Female,African American,no,no,yes,public
10000149,10000149,6/10/1969,Female,Caucasian,no,no,yes,public
10000150,10000150,11/12/1963,Male,Caucasian,no,no,yes,private
10000151,10000151,2/1/2013,Male,Hispanic,no,no,yes,none
10000152,10000152,5/13/2011,Female,Hispanic,yes,no,yes,private
10000153,10000153,5/14/1991,Female,Caucasian,no,no,yes,private
10000154,10000154,11/19/2018,Male,Caucasian,no,no,yes,private
10000155,10000155,4/15/1954,Female,Hispanic,no,no,yes,private
10000156,10000156,9/18/1957,Female,Hispanic,no,no,yes,private
10000157,10000157,8/12/1927,Male,Caucasian,no,no,yes,none
10000158,10000158,9/22/1967,Male,Asian,no,no,yes,private
10000159,10000159,8/8/1955,Male,Caucasian,no,no,yes,public
10000160,10000160,4/3/1925,Male,Caucasian,no,no,yes,private
10000161,10000161,10/1/2002,Female,Caucasian,no,no,yes,private
10000162,10000162,1/20/2010,Female,Caucasian,no,no,no,private
10000163,10000163,1/27/1939,Female,Asian,no,no,yes,public
10000164,10000164,7/4/1952,Male,Caucasian,yes,no,yes,private
10000165,10000165,7/5/1922,Female,Caucasian,no,no,yes,private
10000166,10000166,1/24/1970,Female,Caucasian,no,no,yes,none
10000167,10000167,11/23/1992,Male,African American,no,no,yes,none
10000168,10000168,8/1/1975,Female,Asian,no,no,yes,public
10000169,10000169,11/16/1932,Male,African American,no,no,yes,private
10000170,10000170,1/6/2002,Male,Asian,no,no,yes,public
10000171,10000171,5/10/1925,Male,Caucasian,no,no,yes,private
10000172,10000172,7/9/1976,Male,Caucasian,no,no,yes,none
10000173,10000173,8/20/2013,Female,Caucasian,no,no,no,private
10000174,10000174,3/25/1984,Female,African American,no,no,yes,private
10000175,10000175,2/6/2001,Male,Caucasian,no,yes,yes,private
10000176,10000176,2/10/1920,Female,Caucasian,no,no,yes,none
10000177,10000177,7/1/2018,Male,Caucasian,no,no,yes,private
10000178,10000178,11/27/1926,Male,African American,yes,no,yes,private
10000179,10000179,9/21/1956,Male,Caucasian,no,no,no,private
10000180,10000180,9/22/1991,Female,Caucasian,no,no,no,private
10000181,10000181,10/2/2017,Female,Caucasian,yes,no,yes,none
10000182,10000182,1/21/1978,Female,Caucasian,no,no,yes,private
10000183,10000183,1/25/2000,Male,Caucasian,no,no,yes,none
10000184,10000184,11/16/1951,Male,Caucasian,yes,no,yes,private
10000185,10000185,8/10/2010,Female,Caucasian,no,no,yes,none
10000186,10000186,4/17/1953,Female,Caucasian,no,no,yes,private
10000187,10000187,11/21/1985,Female,Caucasian,no,no,yes,private
10000188,10000188,1/15/1953,Male,African American,no,no,yes,private
10000189,10000189,10/25/2002,Female,Asian,yes,no,yes,private
10000190,10000190,11/20/1949,Female,Hispanic,no,no,yes,public
10000191,10000191,2/27/1976,Male,Caucasian,no,no,yes,private
10000192,10000192,2/25/1924,Male,Asian,yes,no,yes,public
10000193,10000193,8/5/2015,Female,Caucasian,no,no,yes,private
10000194,10000194,9/3/2008,Female,Caucasian,yes,no,yes,private
10000195,10000195,3/14/1979,Female,Asian,no,no,yes,none
10000196,10000196,5/6/1991,Male,Caucasian,no,no,yes,none
10000197,10000197,3/13/1962,Male,African American,no,no,yes,public
10000198,10000198,2/8/1979,Male,African American,no,no,yes,private
10000199,10000199,11/17/1998,Male,Hispanic,no,no,yes,private
10000200,10000200,8/18/2019,Female,Caucasian,no,no,yes,private
10000201,10000201,9/2/1920,Female,Caucasian,no,no,yes,none
10000202,10000202,10/19/2009,Male,Caucasian,no,no,yes,private
10000203,10000203,3/22/1997,Female,Hispanic,no,no,yes,private
10000204,10000204,6/7/1988,Male,Caucasian,no,no,yes,private
10000205,10000205,1/5/2014,Female,Asian,no,no,no,private
10000206,10000206,6/22/1929,Female,Asian,no,no,yes,none
10000207,10000207,8/15/2015,Female,Caucasian,no,no,yes,private
10000208,10000208,7/7/1937,Female,Caucasian,no,no,yes,private
10000209,10000209,1/16/1939,Male,Caucasian,no,no,yes,private
10000210,10000210,6/16/1943,Male,African American,no,no,yes,private
10000211,10000211,8/4/1956,Male,Caucasian,no,no,yes,private
10000212,10000212,11/7/1947,Male,Caucasian,no,no,yes,none
10000213,10000213,1/7/1945,Male,Caucasian,yes,no,yes,private
10000214,10000214,2/14/1928,Female,Caucasian,no,no,no,none
10000215,10000215,6/14/1996,Male,Caucasian,no,no,yes,none
10000216,10000216,6/20/2008,Female,Caucasian,no,no,yes,private
10000217,10000217,6/14/1945,Female,African American,no,no,yes,public
10000218,10000218,6/12/1944,Female,Caucasian,no,no,yes,public
10000219,10000219,6/4/1961,Male,Caucasian,yes,no,yes,private
10000220,10000220,2/5/2006,Female,Asian,no,no,yes,none
10000221,10000221,3/16/1997,Male,Caucasian,no,no,yes,public
10000222,10000222,2/23/1955,Female,Asian,yes,no,yes,private
10000223,10000223,8/21/2013,Female,Hispanic,no,no,yes,public
10000224,10000224,10/2/1976,Male,Caucasian,no,no,yes,private
10000225,10000225,3/17/1985,Male,Caucasian,no,no,yes,public
10000226,10000226,7/7/2014,Female,Caucasian,yes,no,yes,private
10000227,10000227,11/21/1941,Male,African American,no,no,yes,none
10000228,10000228,5/10/1924,Male,Caucasian,no,no,yes,private
10000229,10000229,2/5/1923,Male,Caucasian,no,no,yes,private
10000230,10000230,10/26/1929,Female,Caucasian,yes,no,yes,none
10000231,10000231,1/8/1955,Female,African American,no,no,yes,private
10000232,10000232,10/20/1940,Male,Asian,yes,no,yes,private
10000233,10000233,1/23/1992,Male,African American,no,no,yes,private
10000234,10000234,8/7/1932,Female,African American,no,no,yes,private
10000235,10000235,9/3/1968,Female,Hispanic,no,yes,yes,private
10000236,10000236,10/4/1939,Female,Caucasian,no,no,yes,public
10000237,10000237,3/1/1945,Male,African American,no,no,yes,none
10000238,10000238,6/10/1933,Male,African American,no,no,yes,private
10000239,10000239,9/11/2014,Female,African American,no,no,yes,private
10000240,10000240,10/21/1978,Male,Caucasian,no,no,yes,private
10000241,10000241,2/19/1939,Female,Caucasian,no,no,yes,none
10000242,10000242,3/18/1969,Male,Caucasian,no,no,yes,private
10000243,10000243,6/19/1954,Female,African American,no,no,yes,private
10000244,10000244,8/22/1994,Female,African American,no,no,yes,none
10000245,10000245,10/13/1980,Female,Caucasian,no,no,yes,private
10000246,10000246,9/13/1920,Male,Caucasian,no,no,yes,private
10000247,10000247,3/18/1996,Female,Caucasian,no,no,yes,public
10000248,10000248,11/13/1939,Male,Caucasian,no,no,yes,private
10000249,10000249,8/10/1947,Female,Caucasian,yes,no,yes,none
10000250,10000250,5/6/1968,Male,Caucasian,no,no,yes,none
10000251,10000251,6/11/1925,Male,Hispanic,no,no,yes,public
10000252,10000252,3/20/1955,Female,Asian,no,no,yes,public
10000253,10000253,2/1/1926,Male,Caucasian,no,no,yes,public
10000254,10000254,6/1/1950,Male,Caucasian,no,no,yes,private
10000255,10000255,4/6/2006,Female,Caucasian,no,no,yes,private
10000256,10000256,6/4/2012,Male,Caucasian,no,no,yes,private
10000257,10000257,6/7/1926,Female,Hispanic,no,no,yes,none
10000258,10000258,8/26/1921,Female,Caucasian,no,no,yes,private
10000259,10000259,9/3/1976,Female,African American,no,no,yes,private
10000260,10000260,3/26/1982,Female,Caucasian,no,no,no,public
10000261,10000261,4/6/1949,Female,Caucasian,no,no,yes,private
10000262,10000262,8/13/2003,Female,Hispanic,no,no,no,public
10000263,10000263,6/8/1924,Female,Asian,no,no,yes,public
10000264,10000264,11/24/2008,Male,Caucasian,no,no,yes,none
10000265,10000265,10/8/1977,Male,Caucasian,yes,no,yes,private
10000266,10000266,4/8/2003,Male,Caucasian,no,no,yes,none
10000267,10000267,9/13/1986,Male,Caucasian,no,no,yes,private
10000268,10000268,2/18/1943,Female,Caucasian,yes,no,yes,private
10000269,10000269,11/15/1945,Male,African American,no,no,yes,none
10000270,10000270,9/27/1942,Female,Caucasian,no,no,yes,public
10000271,10000271,10/26/1998,Male,Caucasian,no,no,yes,public
10000272,10000272,9/8/1996,Female,Asian,no,no,no,private
10000273,10000273,10/13/1932,Male,Caucasian,no,no,yes,private
10000274,10000274,8/4/1955,Male,Caucasian,no,no,yes,none
10000275,10000275,9/17/1957,Female,African American,no,no,yes,private
10000276,10000276,1/21/1952,Male,Caucasian,no,no,yes,private
10000277,10000277,6/19/1988,Male,Caucasian,no,no,yes,none
10000278,10000278,1/22/1967,Male,Caucasian,no,no,yes,private
10000279,10000279,7/16/1922,Female,African American,no,no,yes,none
10000280,10000280,1/25/1960,Female,Caucasian,no,no,yes,none
10000281,10000281,6/8/1979,Female,Caucasian,no,no,yes,public
10000282,10000282,10/5/2005,Female,Caucasian,no,no,yes,private
10000283,10000283,10/26/1955,Female,Caucasian,no,no,no,private
10000284,10000284,6/23/1996,Female,Caucasian,no,no,yes,public
10000285,10000285,3/10/1990,Female,Caucasian,no,no,yes,public
10000286,10000286,4/24/1930,Female,Asian,no,no,yes,private
10000287,10000287,4/3/1964,Male,Caucasian,no,no,yes,private
10000288,10000288,6/14/1948,Male,Caucasian,no,no,yes,private
10000289,10000289,8/9/2015,Male,Caucasian,no,no,yes,private
10000290,10000290,4/24/2002,Male,African American,no,no,yes,private
10000291,10000291,3/7/1923,Male,Hispanic,no,no,yes,none
10000292,10000292,6/25/1944,Male,Asian,no,no,yes,private
10000293,10000293,8/14/2014,Male,Caucasian,no,no,yes,public
10000294,10000294,5/6/1995,Male,Caucasian,no,no,yes,private
10000295,10000295,8/18/2006,Male,Hispanic,no,no,yes,private
10000296,10000296,11/13/1954,Male,Caucasian,no,no,yes,private
10000297,10000297,11/11/1962,Female,Caucasian,no,no,yes,private
10000298,10000298,10/18/1949,Female,Caucasian,no,no,yes,private
10000299,10000299,6/2/1932,Female,Caucasian,no,no,yes,private
10000300,10000300,1/2/1927,Male,Hispanic,no,no,yes,private
10000301,10000301,1/3/1988,Female,Hispanic,no,no,yes,private
10000302,10000302,1/7/1979,Male,Caucasian,no,no,yes,public
10000303,10000303,10/12/2006,Male,Caucasian,no,no,yes,private
10000304,10000304,10/19/1956,Male,African American,no,no,yes,private
10000305,10000305,1/12/1970,Female,Caucasian,no,no,yes,none
10000306,10000306,5/3/1940,Male,African American,no,no,yes,private
10000307,10000307,7/6/1947,Male,Caucasian,no,no,yes,private
10000308,10000308,11/14/1922,Male,Caucasian,no,no,yes,none
10000309,10000309,7/26/1939,Female,Caucasian,no,no,no,private
10000310,10000310,3/24/1942,Male,African American,no,no,yes,public
10000311,10000311,8/5/1935,Female,Caucasian,no,no,yes,private
10000312,10000312,6/6/1951,Male,Caucasian,no,no,yes,none
10000313,10000313,3/9/1963,Female,Caucasian,no,no,yes,private
10000314,10000314,3/5/1947,Female,African American,no,no,yes,none
10000315,10000315,4/18/1945,Male,African American,yes,no,yes,none
10000316,10000316,1/16/1977,Male,African American,no,no,yes,none
10000317,10000317,8/26/1946,Female,Caucasian,no,no,yes,private
10000318,10000318,4/9/1960,Female,Caucasian,no,no,no,private
10000319,10000319,7/6/1925,Male,Caucasian,no,no,yes,private
10000320,10000320,5/15/1936,Male,Caucasian,yes,no,yes,private
10000321,10000321,9/22/1963,Male,Caucasian,no,no,no,private
10000322,10000322,2/5/1922,Female,Caucasian,no,no,yes,none
10000323,10000323,3/7/1988,Female,Caucasian,yes,no,yes,public
10000324,10000324,6/14/1979,Female,Caucasian,yes,no,yes,public
10000325,10000325,9/26/1985,Female,African American,no,no,yes,private
10000326,10000326,6/3/1995,Male,Caucasian,no,no,yes,private
10000327,10000327,2/26/1929,Female,Caucasian,no,no,yes,private
10000328,10000328,10/10/2004,Male,Caucasian,no,no,yes,private
10000329,10000329,6/20/2001,Male,African American,yes,no,yes,private
10000330,10000330,9/12/1986,Female,Caucasian,no,no,yes,public
10000331,10000331,4/20/2008,Female,Caucasian,no,no,yes,private
10000332,10000332,4/26/1954,Female,African American,no,no,yes,none
10000333,10000333,9/11/1997,Female,Hispanic,no,no,yes,private
10000334,10000334,1/11/1931,Female,Caucasian,no,no,yes,private
10000335,10000335,2/4/1961,Female,Caucasian,no,no,yes,none
10000336,10000336,11/14/2017,Female,Caucasian,yes,no,yes,public
10000337,10000337,6/1/1979,Male,Caucasian,no,no,yes,private
10000338,10000338,7/22/1984,Female,Caucasian,no,no,yes,private
10000339,10000339,3/25/2010,Female,Caucasian,no,no,yes,private
10000340,10000340,11/16/1946,Female,Caucasian,no,no,yes,private
10000341,10000341,6/20/1936,Male,Caucasian,no,no,yes,private
10000342,10000342,5/6/1947,Male,Caucasian,no,no,yes,private
10000343,10000343,6/6/2019,Male,Caucasian,no,no,yes,private
10000344,10000344,9/9/1929,Female,Hispanic,no,no,yes,private
10000345,10000345,5/14/1934,Female,Caucasian,no,no,yes,private
10000346,10000346,1/23/1980,Male,Hispanic,no,no,yes,private
10000347,10000347,2/15/1941,Female,Caucasian,no,yes,yes,private
10000348,10000348,6/22/1968,Female,Caucasian,no,no,yes,none
10000349,10000349,10/11/1951,Male,Caucasian,no,no,yes,public
10000350,10000350,2/4/1981,Male,Hispanic,yes,no,yes,private
10000351,10000351,10/21/1973,Male,Hispanic,no,no,yes,private
10000352,10000352,11/26/1974,Male,Caucasian,no,no,yes,none
10000353,10000353,10/16/1942,Male,Caucasian,no,no,yes,none
10000354,10000354,10/2/1947,Female,Caucasian,no,no,yes,private
10000355,10000355,9/10/1985,Male,Caucasian,no,no,yes,private
10000356,10000356,6/9/1999,Male,Hispanic,no,no,yes,private
10000357,10000357,4/15/1961,Male,African American,no,no,yes,public
10000358,10000358,7/4/1923,Female,Hispanic,no,no,no,none
10000359,10000359,6/8/1946,Female,Hispanic,no,no,yes,private
10000360,10000360,3/19/2017,Female,African American,no,no,yes,private
10000361,10000361,9/12/1955,Male,Caucasian,no,no,yes,private
10000362,10000362,5/14/1986,Male,African American,no,no,yes,public
10000363,10000363,9/8/1964,Female,Caucasian,no,no,yes,private
10000364,10000364,10/9/2008,Female,Caucasian,no,no,yes,private
10000365,10000365,6/12/1920,Male,Caucasian,no,no,yes,private
10000366,10000366,10/7/2016,Female,Caucasian,no,no,yes,private
10000367,10000367,8/17/1986,Female,Caucasian,no,no,no,private
10000368,10000368,3/6/1971,Male,Caucasian,no,no,yes,private
10000369,10000369,10/21/1991,Male,Caucasian,no,no,yes,none
10000370,10000370,6/13/1982,Female,Hispanic,no,no,yes,private
10000371,10000371,4/7/1978,Female,Caucasian,no,no,yes,none
10000372,10000372,1/25/1941,Male,Caucasian,no,no,yes,none
10000373,10000373,4/18/1973,Male,Hispanic,no,no,yes,private
10000374,10000374,9/1/2012,Male,Hispanic,yes,no,no,public
10000375,10000375,4/4/1977,Male,Caucasian,no,no,no,private
10000376,10000376,2/9/1976,Male,Hispanic,no,no,yes,private
10000377,10000377,6/15/2003,Female,African American,no,no,yes,none
10000378,10000378,5/18/2012,Male,Caucasian,no,no,yes,private
10000379,10000379,4/3/1948,Female,Caucasian,yes,no,yes,none
10000380,10000380,4/8/1995,Female,African American,no,no,yes,private
10000381,10000381,10/5/1992,Female,Hispanic,no,no,yes,public
10000382,10000382,10/11/1959,Female,Caucasian,no,no,yes,private
10000383,10000383,6/23/2019,Female,Caucasian,no,no,yes,private
10000384,10000384,9/7/1966,Female,Asian,no,no,yes,private
10000385,10000385,3/25/1971,Male,Caucasian,no,no,yes,none
10000386,10000386,5/17/2013,Female,Caucasian,no,no,yes,private
10000387,10000387,2/21/1981,Male,Caucasian,no,no,yes,none
10000388,10000388,2/24/1992,Male,African American,no,no,yes,private
10000389,10000389,10/20/1929,Female,Caucasian,no,no,yes,private
10000390,10000390,10/21/1988,Female,Caucasian,no,no,yes,private
10000391,10000391,6/20/1930,Female,Caucasian,no,no,yes,private
10000392,10000392,8/10/1947,Male,Caucasian,no,no,yes,public
10000393,10000393,11/3/1962,Male,Caucasian,yes,no,yes,none
10000394,10000394,6/6/1931,Female,Caucasian,no,no,yes,private
10000395,10000395,4/26/1954,Male,Hispanic,no,no,yes,private
10000396,10000396,3/4/1945,Male,Asian,no,no,yes,private
10000397,10000397,3/25/2007,Female,Caucasian,no,no,yes,private
10000398,10000398,6/18/2011,Male,Asian,no,no,yes,private
10000399,10000399,4/15/1968,Female,Caucasian,yes,no,yes,none
10000400,10000400,3/8/1951,Female,Caucasian,no,no,yes,public
10000401,10000401,9/18/1941,Female,Caucasian,no,no,yes,private
10000402,10000402,3/13/1923,Male,Caucasian,no,no,yes,none
10000403,10000403,8/22/1974,Male,Caucasian,no,no,yes,private
10000404,10000404,3/1/1958,Male,Caucasian,no,no,yes,private
10000405,10000405,9/3/1973,Female,Asian,no,no,yes,public
10000406,10000406,9/25/1946,Female,Caucasian,no,no,yes,private
10000407,10000407,5/5/2006,Male,Caucasian,no,no,yes,private
10000408,10000408,11/7/2009,Male,African American,no,no,yes,public
10000409,10000409,3/1/2019,Female,Caucasian,no,no,no,none
10000410,10000410,11/8/1995,Female,Caucasian,no,no,yes,none
10000411,10000411,2/27/2005,Male,Caucasian,no,no,yes,private
10000412,10000412,3/4/1946,Male,African American,no,no,yes,none
10000413,10000413,9/19/1932,Male,Caucasian,no,no,yes,private
10000414,10000414,11/21/1944,Male,Caucasian,no,no,yes,private
10000415,10000415,8/7/1941,Female,Caucasian,no,no,yes,private
10000416,10000416,5/3/1938,Male,Caucasian,no,no,yes,private
10000417,10000417,4/17/2001,Female,Caucasian,no,no,yes,private
10000418,10000418,7/23/1986,Male,Caucasian,no,no,yes,public
10000419,10000419,10/6/1994,Male,African American,no,no,yes,private
10000420,10000420,3/21/1933,Male,Caucasian,no,no,yes,public
10000421,10000421,3/4/1958,Male,African American,no,no,yes,none
10000422,10000422,9/27/1935,Male,African American,no,no,yes,private
10000423,10000423,3/2/1984,Female,African American,no,no,yes,private
10000424,10000424,10/22/1986,Female,Asian,no,no,yes,private
10000425,10000425,5/19/2011,Male,Caucasian,no,no,yes,private
10000426,10000426,3/10/2015,Male,Caucasian,yes,no,yes,private
10000427,10000427,10/3/1972,Male,Asian,no,no,yes,none
10000428,10000428,10/24/1950,Male,Caucasian,no,no,yes,private
10000429,10000429,5/6/1956,Female,Asian,no,no,yes,private
10000430,10000430,4/26/1961,Female,Caucasian,no,no,yes,private
10000431,10000431,6/16/1937,Male,Caucasian,no,no,yes,private
