10000042,10000042,08/05/2021,6,6,6,6,6
10000043,10000043,06/20/2021,8,7,5,9,10
10000044,10000044,08/28/2021,6,7,6,4,2
10000045,10000045,10/06/2021,4,2,9,8,3
10000046,10000046,09/26/2021,8,3,4,5,3
10000047,10000047,06/16/2021,7,9,6,2,4
10000048,10000048,10/28/2021,10,4,10,5,4
10000049,10000049,03/25/2021,9,7,6,9,7
10000050,10000050,07/12/2021,7,3,1,4,4
10000051,10000051,12/23/2021,8,6,6,4,10
10000052,10000052,05/13/2021,1,7,5,4,2
10000053,10000053,05/05/2021,10,6,10,4,5
10000054,10000054,10/25/2021,5,5,9,8,7
10000055,10000055,02/21/2021,1,9,6,9,3
10000056,10000056,03/15/2021,4,7,8,5,9
10000057,10000057,10/17/2021,4,9,5,7,8
10000058,10000058,09/21/2021,6,2,7,5,4
10000059,10000059,01/09/2021,8,2,7,8,4
10000060,10000060,03/22/2021,4,4,8,3,4
10000061,10000061,10/24/2021,4,2,9,7,4
10000062,10000062,09/15/2021,3,8,10,7,7
10000063,10000063,05/02/2021,8,8,7,5,7
10000064,10000064,08/01/2021,6,6,9,9,6
10000065,10000065,06/06/2021,8,8,6,4,6
10000066,10000066,12/13/2021,6,2,9,8,8
10000067,10000067,08/06/2021,3,6,6,5,4
10000068,10000068,04/07/2021,5,8,7,9,2
10000069,10000069,08/12/2021,7,2,5,2,6
10000070,10000070,06/28/2021,7,2,4,9,3
10000071,10000071,10/27/2021,4,4,9,3,5
10000072,10000072,02/19/2021,8,3,5,2,2
10000073,10000073,12/13/2021,5,7,8,6,8
10000074,10000074,07/04/2021,7,2,7,4,3
10000075,10000075,09/01/2021,5,2,10,5,7
10000076,10000076,05/06/2021,8,4,8,6,4
10000077,10000077,04/04/2021,7,5,5,6,8
10000078,10000078,10/21/2021,4,5,8,4,1
10000079,10000079,04/25/2021,6,3,3,6,8
10000080,10000080,09/16/2021,4,4,5,2,5
10000081,10000081,09/04/2021,8,2,4,5,3
10000082,10000082,07/25/2021,7,9,7,7,1
10000083,10000083,01/28/2021,6,6,6,9,2
10000084,10000084,04/04/2021,4,3,8,6,7
10000085,10000085,12/19/2021,3,4,5,3,5
10000086,10000086,05/06/2021,7,6,3,9,2
10000087,10000087,03/06/2021,5,6,7,7,5
10000088,10000088,01/09/2021,9,1,8,6,6
10000089,10000089,02/14/2021,7,5,7,4,2
10000090,10000090,02/11/2021,3,3,3,4,8
10000091,10000091,11/16/2021,7,2,9,4,3
10000092,10000092,10/11/2021,2,9,5,8,4
10000093,10000093,09/04/2021,6,8,7,8,4
10000094,10000094,03/06/2021,6,8,9,8,4
10000095,10000095,05/28/2021,8,4,8,4,8
10000096,10000096,01/25/2021,7,3,9,4,4
10000097,10000097,12/15/2021,6,9,2,6,5
10000098,10000098,10/16/2021,8,5,10,4,6
10000099,10000099,11/18/2021,8,8,9,4,1
10000100,10000100,11/22/2021,8,2,7,6,8
10000101,10000101,01/15/2021,10,4,9,9,2
10000102,10000102,06/25/2021,6,8,6,5,6
10000103,10000103,09/11/2021,3,4,7,9,3
10000104,10000104,11/08/2021,10,6,6,7,5
10000105,10000105,08/09/2021,5,3,8,4,8
10000106,10000106,07/27/2021,8,8,6,2,5
10000107,10000107,08/30/2021,4,5,9,2,4
10000108,10000108,06/09/2021,5,1,7,6,7
10000109,10000109,08/02/2021,8,7,9,5,3
10000110,10000110,05/24/2021,8,10,6,5,4
10000111,10000111,06/12/2021,7,3,9,6,1
10000112,10000112,07/21/2021,8,2,9,2,6
10000113,10000113,12/23/2021,7,4,10,6,5
10000114,10000114,03/25/2021,3,4,5,8,7
10000115,10000115,01/08/2021,6,4,5,8,5
10000116,10000116,08/29/2021,3,6,6,5,5
10000117,10000117,08/30/2021,6,8,6,4,1
10000118,10000118,05/11/2021,6,9,5,3,5
10000119,10000119,05/15/2021,5,7,8,5,10
10000120,10000120,09/23/2021,8,10,5,7,2
10000121,10000121,03/14/2021,10,10,7,5,3
10000122,10000122,07/31/2021,6,5,4,9,3
10000123,10000123,02/17/2021,6,4,5,5,6
10000124,10000124,12/26/2021,8,8,8,6,8
10000125,10000125,09/25/2021,6,6,10,4,3
10000126,10000126,05/18/2021,5,8,6,7,4
10000127,10000127,09/09/2021,9,9,10,6,2
10000128,10000128,07/21/2021,6,7,9,4,6
10000129,10000129,01/12/2021,8,4,6,4,8
10000130,10000130,09/19/2021,8,5,8,2,3
10000131,10000131,06/22/2021,6,2,4,6,6
10000132,10000132,12/18/2021,4,6,4,7,7
10000133,10000133,12/17/2021,4,3,6,8,2
10000134,10000134,06/17/2021,6,3,7,5,3
10000135,10000135,10/13/2021,8,4,6,8,5
10000136,10000136,12/10/2021,5,2,4,4,6
10000137,10000137,09/23/2021,3,8,5,9,6
10000138,10000138,06/16/2021,4,3,4,9,3
10000139,10000139,02/19/2021,4,8,7,5,6
10000140,10000140,02/20/2021,8,6,5,4,7
10000141,10000141,02/07/2021,2,8,7,9,3
10000142,10000142,10/19/2021,7,4,8,4,5
10000143,10000143,04/16/2021,5,5,2,3,6
10000144,10000144,07/08/2021,6,5,5,2,6
10000145,10000145,02/17/2021,5,6,7,8,7
10000146,10000146,01/02/2021,5,5,4,7,1
10000147,10000147,07/27/2021,2,6,7,6,2
10000148,10000148,08/22/2021,4,2,5,6,6
10000149,10000149,07/25/2021,1,8,4,1,2
10000150,10000150,05/27/2021,10,3,4,5,5
10000151,10000151,08/23/2021,4,7,4,6,7
10000152,10000152,08/06/2021,8,8,10,8,4
10000153,10000153,06/01/2021,4,8,5,5,4
10000154,10000154,11/03/2021,8,9,7,5,4
10000155,10000155,03/22/2021,7,2,3,7,7
10000156,10000156,06/24/2021,8,3,7,2,3
10000157,10000157,11/15/2021,6,4,5,7,5
10000158,10000158,11/24/2021,6,4,8,2,5
10000159,10000159,08/15/2021,7,3,9,3,5
10000160,10000160,05/21/2021,9,6,4,4,4
10000161,10000161,07/06/2021,4,5,4,5,7
10000162,10000162,08/01/2021,8,5,6,3,6
10000163,10000163,04/30/2021,8,8,4,5,2
10000164,10000164,07/27/2021,6,2,8,5,3
10000165,10000165,09/05/2021,8,8,5,6,2
10000166,10000166,06/25/2021,4,10,9,3,5
10000167,10000167,01/19/2021,6,8,6,7,5
10000168,10000168,01/15/2021,7,8,7,5,10
10000169,10000169,01/05/2021,6,9,1,8,5
10000170,10000170,10/05/2021,5,4,6,9,5
10000171,10000171,02/26/2021,8,3,8,9,4
10000172,10000172,04/05/2021,7,6,5,6,5
10000173,10000173,04/02/2021,10,5,5,8,7
10000174,10000174,11/24/2021,6,4,9,2,4
10000175,10000175,11/03/2021,8,9,7,5,3
10000176,10000176,08/26/2021,5,6,7,5,6
10000177,10000177,03/26/2021,9,9,9,7,3
10000178,10000178,04/22/2021,4,8,6,5,7
10000179,10000179,12/09/2021,5,8,1,5,4
10000180,10000180,07/14/2021,8,2,7,7,1
10000181,10000181,12/22/2021,4,8,7,8,7
10000182,10000182,02/01/2021,3,8,7,4,4
10000183,10000183,10/15/2021,7,6,6,4,6
10000184,10000184,05/07/2021,6,2,6,4,4
10000185,10000185,04/30/2021,5,5,4,4,2
10000186,10000186,09/22/2021,6,2,8,6,6
10000187,10000187,03/06/2021,8,4,5,5,10
10000188,10000188,06/02/2021,4,6,6,9,6
10000189,10000189,11/30/2021,6,2,7,9,3
10000190,10000190,01/01/2021,6,9,5,8,7
10000191,10000191,08/13/2021,4,7,8,3,4
10000192,10000192,08/07/2021,6,6,4,2,2
10000193,10000193,07/15/2021,4,5,5,9,4
10000194,10000194,07/25/2021,8,2,3,4,8
10000195,10000195,06/14/2021,4,8,1,4,3
10000196,10000196,11/25/2021,8,4,9,8,4
10000197,10000197,08/07/2021,9,4,7,5,5
10000198,10000198,12/10/2021,5,1,6,6,8
10000199,10000199,07/21/2021,6,4,7,6,3
10000200,10000200,03/17/2021,6,7,6,5,5
10000201,10000201,11/24/2021,4,4,8,5,4
10000202,10000202,12/18/2021,6,10,5,3,1
10000203,10000203,01/16/2021,4,5,9,8,5
10000204,10000204,03/15/2021,7,9,8,4,4
10000205,10000205,01/11/2021,4,8,10,5,4
10000206,10000206,12/30/2021,6,6,3,5,2
10000207,10000207,08/12/2021,7,4,9,6,8
10000208,10000208,05/20/2021,6,5,10,8,3
10000209,10000209,11/06/2021,4,10,6,8,7
10000210,10000210,09/19/2021,7,9,5,3,7
10000211,10000211,11/28/2021,8,5,7,9,8
10000212,10000212,05/07/2021,4,3,10,4,6
10000213,10000213,06/13/2021,5,6,7,6,1
10000214,10000214,06/18/2021,7,4,10,2,6
10000215,10000215,10/07/2021,7,6,5,4,2
10000216,10000216,01/22/2021,5,6,7,6,5
10000217,10000217,05/18/2021,4,9,8,7,7
10000218,10000218,10/13/2021,6,1,8,6,2
10000219,10000219,10/21/2021,8,3,4,4,7
10000220,10000220,10/20/2021,10,4,6,2,7
10000221,10000221,04/22/2021,6,2,7,8,4
10000222,10000222,01/09/2021,5,4,8,8,2
10000223,10000223,02/24/2021,8,4,10,4,4
10000224,10000224,10/15/2021,5,3,2,6,7
10000225,10000225,08/14/2021,4,4,5,7,5
10000226,10000226,05/10/2021,9,6,4,4,8
10000227,10000227,08/21/2021,4,9,8,9,7
10000228,10000228,02/15/2021,6,7,5,4,5
10000229,10000229,01/20/2021,8,4,3,4,3
10000230,10000230,07/22/2021,6,5,8,4,3
10000231,10000231,10/03/2021,6,5,4,8,6
10000232,10000232,05/27/2021,7,5,2,4,6
10000233,10000233,05/04/2021,7,8,6,3,10
10000234,10000234,02/22/2021,8,6,3,6,1
10000235,10000235,07/10/2021,4,4,6,5,5
10000236,10000236,08/04/2021,4,8,8,7,2
10000237,10000237,03/09/2021,6,7,6,7,7
10000238,10000238,02/24/2021,9,6,9,4,7
10000239,10000239,12/04/2021,2,6,5,5,6
10000240,10000240,01/30/2021,7,5,5,8,4
10000241,10000241,03/08/2021,6,9,7,9,7
10000242,10000242,05/13/2021,8,4,4,6,7
10000243,10000243,07/10/2021,4,7,3,8,5
10000244,10000244,07/24/2021,8,2,4,7,10
10000245,10000245,09/13/2021,8,4,10,6,5
10000246,10000246,04/04/2021,4,4,5,5,2
10000247,10000247,05/11/2021,4,9,8,2,4
10000248,10000248,05/01/2021,4,8,8,5,7
10000249,10000249,04/06/2021,8,10,8,3,6
10000250,10000250,12/08/2021,4,2,7,8,2
10000251,10000251,06/27/2021,7,3,10,3,5
10000252,10000252,04/22/2021,5,2,5,6,4
10000253,10000253,11/12/2021,5,4,3,8,6
10000254,10000254,03/28/2021,8,7,5,5,5
10000255,10000255,05/06/2021,6,4,10,4,4
10000256,10000256,06/17/2021,10,2,7,7,5
10000257,10000257,08/20/2021,6,4,6,7,7
10000258,10000258,05/22/2021,10,5,5,3,5
10000259,10000259,06/28/2021,8,2,6,6,2
10000260,10000260,11/22/2021,3,4,9,4,4
10000261,10000261,07/19/2021,8,1,6,6,4
10000262,10000262,05/23/2021,9,2,5,5,8
10000263,10000263,02/14/2021,6,2,8,8,3
10000264,10000264,01/16/2021,8,7,5,3,8
10000265,10000265,02/20/2021,6,9,4,9,4
10000266,10000266,04/21/2021,5,8,6,5,6
10000267,10000267,11/30/2021,8,9,9,6,2
10000268,10000268,05/14/2021,5,8,7,8,3
10000269,10000269,02/19/2021,4,1,7,3,2
10000270,10000270,11/20/2021,6,5,7,7,1
10000271,10000271,04/10/2021,5,2,10,5,3
10000272,10000272,02/22/2021,6,4,3,4,5
10000273,10000273,03/12/2021,5,6,5,1,7
10000274,10000274,05/11/2021,8,4,9,10,3
10000275,10000275,09/05/2021,8,3,7,5,6
10000276,10000276,08/27/2021,6,2,5,6,2
10000277,10000277,08/21/2021,7,7,4,4,2
10000278,10000278,08/21/2021,7,9,9,8,2
10000279,10000279,09/13/2021,7,9,5,4,7
10000280,10000280,03/17/2021,6,4,4,7,3
10000281,10000281,07/11/2021,8,9,4,5,2
10000282,10000282,09/04/2021,10,6,4,4,4
10000283,10000283,06/11/2021,4,6,6,5,4
10000284,10000284,10/23/2021,1,9,10,8,7
10000285,10000285,06/29/2021,10,4,10,7,6
10000286,10000286,04/05/2021,8,2,6,2,8
10000287,10000287,09/24/2021,1,4,9,8,4
10000288,10000288,07/25/2021,10,8,2,4,4
10000289,10000289,09/16/2021,6,6,3,8,1
10000290,10000290,10/05/2021,7,7,5,3,4
10000291,10000291,11/15/2021,9,5,5,7,6
10000292,10000292,07/14/2021,6,4,5,2,6
10000293,10000293,08/10/2021,6,5,8,7,8
10000294,10000294,11/26/2021,5,9,9,6,4
10000295,10000295,12/30/2021,5,4,7,4,6
10000296,10000296,11/10/2021,4,5,4,9,9
10000297,10000297,06/28/2021,4,4,6,4,6
10000298,10000298,06/29/2021,10,8,4,6,9
10000299,10000299,11/12/2021,5,7,3,8,4
10000300,10000300,04/13/2021,5,6,4,4,3
10000301,10000301,12/15/2021,8,8,10,9,2
10000302,10000302,10/22/2021,6,9,7,9,2
10000303,10000303,01/11/2021,2,5,4,4,5
10000304,10000304,07/08/2021,8,8,10,7,2
10000305,10000305,02/16/2021,4,5,7,9,2
10000306,10000306,08/19/2021,8,6,8,3,4
10000307,10000307,09/18/2021,8,6,3,3,6
10000308,10000308,12/07/2021,10,4,7,8,2
10000309,10000309,06/24/2021,8,8,6,2,4
10000310,10000310,08/29/2021,6,9,4,5,4
10000311,10000311,08/16/2021,10,2,9,6,8
10000312,10000312,03/25/2021,8,6,5,4,8
10000313,10000313,07/27/2021,6,3,6,9,4
10000314,10000314,12/20/2021,7,2,6,7,4
10000315,10000315,05/30/2021,4,3,9,4,5
10000316,10000316,01/13/2021,6,6,4,4,3
10000317,10000317,06/24/2021,6,8,7,9,5
10000318,10000318,07/12/2021,6,3,10,3,4
10000319,10000319,06/04/2021,8,3,6,9,8
10000320,10000320,05/19/2021,6,2,7,9,4
10000321,10000321,06/06/2021,10,9,5,9,2
10000322,10000322,12/01/2021,8,7,6,2,5
10000323,10000323,07/27/2021,4,7,8,9,5
10000324,10000324,12/06/2021,3,6,8,6,6
10000325,10000325,06/07/2021,9,4,5,8,8
10000326,10000326,10/31/2021,7,3,5,8,5
10000327,10000327,07/08/2021,10,2,9,8,3
10000328,10000328,07/16/2021,7,5,9,2,6
10000329,10000329,08/22/2021,7,3,4,6,6
10000330,10000330,07/18/2021,5,4,8,9,7
10000331,10000331,09/15/2021,7,2,10,6,5
10000332,10000332,11/07/2021,10,4,6,6,8
10000333,10000333,11/03/2021,6,4,4,6,2
10000334,10000334,09/13/2021,7,2,8,7,6
10000335,10000335,09/29/2021,7,6,6,6,4
10000336,10000336,02/20/2021,9,4,6,9,5
10000337,10000337,09/14/2021,8,2,9,7,3
10000338,10000338,09/30/2021,5,4,6,6,7
10000339,10000339,12/08/2021,10,2,6,2,5
10000340,10000340,12/31/2021,5,5,3,9,6
10000341,10000341,01/16/2021,9,4,4,6,6
10000342,10000342,09/23/2021,4,4,10,4,6
10000343,10000343,11/15/2021,7,2,8,9,9
10000344,10000344,04/03/2021,10,2,7,3,5
10000345,10000345,11/08/2021,4,3,9,9,5
10000346,10000346,12/02/2021,5,7,6,3,6
10000347,10000347,12/23/2021,7,8,5,5,4
10000348,10000348,03/01/2021,5,3,6,6,4
10000349,10000349,09/12/2021,6,7,7,5,4
10000350,10000350,12/04/2021,8,3,10,8,3
10000351,10000351,03/20/2021,3,7,6,6,6
10000352,10000352,08/16/2021,6,6,5,4,9
10000353,10000353,05/12/2021,6,10,7,2,6
10000354,10000354,11/27/2021,9,4,6,8,2
10000355,10000355,07/15/2021,7,5,2,4,2
10000356,10000356,09/12/2021,4,3,6,5,8
10000357,10000357,10/22/2021,3,8,6,6,4
10000358,10000358,01/10/2021,8,5,4,6,6
10000359,10000359,08/11/2021,4,3,9,3,6
10000360,10000360,11/08/2021,8,8,10,5,2
10000361,10000361,03/03/2021,6,6,5,3,9
10000362,10000362,01/28/2021,5,5,5,5,5
10000363,10000363,05/15/2021,1,3,6,9,2
10000364,10000364,03/06/2021,8,6,8,4,7
10000365,10000365,07/26/2021,7,4,9,3,8
10000366,10000366,11/07/2021,9,5,4,6,4
10000367,10000367,11/07/2021,8,5,5,8,10
10000368,10000368,01/13/2021,4,7,10,7,4
10000369,10000369,09/14/2021,7,6,5,7,3
10000370,10000370,06/11/2021,3,6,7,9,7
10000371,10000371,04/12/2021,5,6,9,7,4
10000372,10000372,07/03/2021,10,6,6,9,2
10000373,10000373,04/22/2021,5,5,7,2,3
10000374,10000374,05/31/2021,4,8,6,8,3
10000375,10000375,12/06/2021,9,3,9,6,7
10000376,10000376,12/16/2021,7,4,5,5,5
10000377,10000377,08/14/2021,5,8,5,3,5
10000378,10000378,11/20/2021,2,8,9,2,6
10000379,10000379,11/26/2021,6,1,8,6,4
10000380,10000380,11/08/2021,5,3,7,7,4
10000381,10000381,03/13/2021,5,3,5,4,6
10000382,10000382,01/07/2021,10,4,10,5,3
10000383,10000383,10/28/2021,5,2,9,5,5
10000384,10000384,09/24/2021,6,8,7,6,5
10000385,10000385,06/27/2021,8,9,4,9,6
10000386,10000386,11/20/2021,4,3,5,5,7
10000387,10000387,01/29/2021,5,5,6,5,4
10000388,10000388,05/04/2021,7,2,6,7,4
10000389,10000389,08/10/2021,7,2,4,4,8
10000390,10000390,11/11/2021,4,2,9,2,5
10000391,10000391,07/07/2021,4,2,7,5,4
10000392,10000392,07/24/2021,5,4,4,8,8
10000393,10000393,06/23/2021,7,3,9,3,4
10000394,10000394,11/13/2021,8,7,7,5,7
10000395,10000395,03/05/2021,4,3,6,6,4
10000396,10000396,10/17/2021,4,8,8,5,4
10000397,10000397,05/21/2021,7,5,9,3,5
10000398,10000398,03/30/2021,8,6,4,6,2
10000399,10000399,04/09/2021,8,5,6,2,5
10000400,10000400,02/03/2021,6,3,7,7,8
10000401,10000401,01/08/2021,6,6,9,3,6
10000402,10000402,03/16/2021,6,3,8,6,2
10000403,10000403,11/27/2021,3,7,4,5,4
10000404,10000404,11/20/2021,7,4,10,2,7
10000405,10000405,10/18/2021,5,2,3,5,8
10000406,10000406,05/30/2021,1,9,8,5,5
10000407,10000407,09/03/2021,5,3,8,3,5
10000408,10000408,11/22/2021,6,4,9,5,5
10000409,10000409,12/28/2021,8,3,10,4,6
10000410,10000410,02/27/2021,5,2,10,4,7
10000411,10000411,03/09/2021,2,8,7,9,5
10000412,10000412,11/01/2021,4,4,8,5,7
10000413,10000413,04/27/2021,10,8,1,3,7
10000414,10000414,11/22/2021,8,2,4,8,9
10000415,10000415,06/24/2021,5,6,7,7,4
10000416,10000416,09/10/2021,4,4,6,6,6
10000417,10000417,05/07/2021,10,8,6,4,10
10000418,10000418,04/26/2021,7,9,4,5,7
10000419,10000419,10/22/2021,7,8,4,6,9
10000420,10000420,05/30/2021,10,6,4,8,5
10000421,10000421,01/13/2021,2,5,5,1,8
10000422,10000422,12/29/2021,5,2,4,4,6
10000423,10000423,11/16/2021,8,2,8,5,8
10000424,10000424,04/30/2021,8,6,7,8,2
10000425,10000425,06/26/2021,3,4,9,4,1
10000426,10000426,12/25/2021,2,6,3,6,6
10000427,10000427,03/29/2021,6,4,4,6,1
10000428,10000428,06/24/2021,6,5,5,8,3
10000429,10000429,05/05/2021,9,8,10,7,4
10000430,10000430,06/24/2021,7,3,10,4,6
10000431,10000431,02/17/2021,6,8,5,3,6
10000432,10000432,10/21/2021,3,7,8,6,6
10000433,10000433,01/08/2021,10,5,6,8,8
10000434,10000434,04/18/2021,3,7,6,6,7
10000435,10000435,08/02/2021,6,3,10,7,4
10000436,10000436,07/04/2021,7,3,9,2,5
10000437,10000437,12/06/2021,8,10,5,4,4
10000438,10000438,04/20/2021,10,5,6,8,6
10000439,10000439,05/16/2021,9,8,8,7,5
10000440,10000440,07/06/2021,8,8,5,7,5
10000441,10000441,12/01/2021,7,3,8,4,2
10000442,10000442,02/16/2021,5,8,9,7,7
10000443,10000443,04/27/2021,8,9,9,2,8
10000444,10000444,02/10/2021,7,1,7,4,8
10000445,10000445,06/23/2021,5,4,10,5,8
10000446,10000446,05/11/2021,5,9,4,6,4
10000447,10000447,05/13/2021,10,8,1,5,8
10000448,10000448,03/19/2021,10,8,10,1,4
10000449,10000449,08/14/2021,10,6,4,8,6
10000450,10000450,03/04/2021,3,5,9,9,4
10000451,10000451,07/30/2021,3,7,9,7,8
10000452,10000452,09/04/2021,4,2,7,9,3
10000453,10000453,10/24/2021,4,6,7,4,7
10000454,10000454,01/12/2021,6,2,7,4,5
10000455,10000455,08/11/2021,9,4,7,4,3
10000456,10000456,12/24/2021,9,4,8,4,4
10000457,10000457,08/30/2021,5,4,7,5,4
10000458,10000458,08/13/2021,3,2,5,5,9
10000459,10000459,03/11/2021,5,6,10,4,10
10000460,10000460,06/11/2021,8,6,7,6,6
10000461,10000461,03/14/2021,4,3,5,5,4
10000462,10000462,12/28/2021,7,2,4,9,8
10000463,10000463,09/24/2021,8,3,2,5,4
10000464,10000464,05/21/2021,8,8,6,3,6
10000465,10000465,03/21/2021,2,5,5,9,4
10000466,10000466,10/27/2021,4,6,7,6,5
10000467,10000467,04/26/2021,7,2,5,4,7
10000468,10000468,04/13/2021,5,6,7,4,4
10000469,10000469,11/13/2021,10,3,9,9,7
10000470,10000470,06/25/2021,8,9,7,4,6
10000471,10000471,02/18/2021,2,6,10,8,6
10000472,10000472,08/27/2021,5,8,10,8,7
10000473,10000473,11/17/2021,5,6,6,4,4
10000474,10000474,05/14/2021,10,4,7,9,4
10000475,10000475,11/07/2021,4,4,5,6,4
10000476,10000476,01/02/2021,5,6,7,4,4
10000477,10000477,01/26/2021,9,8,7,7,3
10000478,10000478,11/21/2021,10,7,4,5,8
10000479,10000479,09/19/2021,6,1,1,5,10
10000480,10000480,07/18/2021,8,6,5,5,4
10000481,10000481,11/12/2021,5,2,8,4,2
10000482,10000482,10/13/2021,10,5,8,6,2
10000483,10000483,05/11/2021,4,8,5,6,7
10000484,10000484,11/24/2021,5,10,8,5,2
10000485,10000485,01/01/2021,4,5,7,2,3
10000486,10000486,11/26/2021,5,9,7,6,3
10000487,10000487,03/05/2021,8,4,4,3,5
10000488,10000488,04/10/2021,8,6,7,5,5
10000489,10000489,03/01/2021,7,8,9,2,5
10000490,10000490,11/27/2021,4,3,4,8,4
10000491,10000491,11/21/2021,4,8,4,2,8
10000492,10000492,06/11/2021,9,9,6,8,6
10000493,10000493,10/06/2021,9,5,9,9,6
10000494,10000494,08/11/2021,4,8,8,7,4
10000495,10000495,11/25/2021,2,5,7,8,7
10000496,10000496,04/23/2021,8,8,7,4,3
10000497,10000497,03/14/2021,6,4,6,2,8
10000498,10000498,04/07/2021,10,6,7,9,7
10000499,10000499,08/14/2021,7,7,10,8,4
10000500,10000500,04/04/2021,8,7,7,6,8
10000501,10000501,08/16/2021,10,8,6,7,5
10000502,10000502,04/13/2021,5,9,4,5,8
10000503,10000503,12/05/2021,8,1,9,8,2
10000504,10000504,05/16/2021,6,8,4,4,3
10000505,10000505,09/19/2021,7,4,5,2,4
10000506,10000506,12/24/2021,9,8,5,6,6
10000507,10000507,03/29/2021,10,9,7,4,3
10000508,10000508,05/07/2021,4,6,6,5,6
10000509,10000509,06/25/2021,8,4,5,5,2
10000510,10000510,10/10/2021,7,2,6,8,5
10000511,10000511,04/02/2021,5,2,10,7,6
10000512,10000512,02/02/2021,4,5,3,5,7
10000513,10000513,03/14/2021,6,4,6,4,4
10000514,10000514,02/14/2021,10,4,3,3,7
10000515,10000515,08/05/2021,10,7,9,6,7
10000516,10000516,01/02/2021,10,8,5,4,6
10000517,10000517,03/11/2021,7,6,5,4,7
10000518,10000518,04/16/2021,6,5,8,6,8
10000519,10000519,08/13/2021,10,7,7,6,9
10000520,10000520,11/23/2021,4,3,2,3,5
10000521,10000521,03/06/2021,8,5,6,6,5
10000522,10000522,09/21/2021,8,4,7,3,9
10000523,10000523,11/19/2021,7,10,6,6,4
10000524,10000524,03/02/2021,4,5,5,4,7
10000525,10000525,07/25/2021,8,3,8,3,7
10000526,10000526,07/04/2021,3,6,7,3,8
10000527,10000527,05/07/2021,5,8,6,3,5
10000528,10000528,11/22/2021,6,2,3,3,8
10000529,10000529,05/28/2021,6,2,9,6,6
10000530,10000530,05/07/2021,5,4,10,8,7
10000531,10000531,08/29/2021,4,7,6,5,7
10000532,10000532,12/29/2021,10,8,5,8,7
10000533,10000533,06/13/2021,6,1,9,8,7
10000534,10000534,09/17/2021,10,3,9,3,5
10000535,10000535,07/11/2021,4,8,7,7,9
10000536,10000536,05/30/2021,5,3,5,4,4
10000537,10000537,09/09/2021,6,7,10,5,2
10000538,10000538,05/23/2021,8,8,7,3,2
10000539,10000539,11/05/2021,8,7,10,5,6
10000540,10000540,12/26/2021,7,3,7,6,5
10000541,10000541,06/21/2021,7,8,10,7,5
10000542,10000542,03/30/2021,4,2,6,4,4
10000543,10000543,04/23/2021,8,5,7,6,4
10000544,10000544,11/02/2021,4,9,7,3,4
10000545,10000545,08/19/2021,5,9,7,5,4
10000546,10000546,04/16/2021,10,4,7,4,2
10000547,10000547,03/11/2021,7,8,5,5,3
10000548,10000548,09/28/2021,7,9,6,5,4
10000549,10000549,02/26/2021,5,3,5,3,2
10000550,10000550,09/11/2021,4,4,8,5,6
10000551,10000551,09/10/2021,8,8,6,9,6
10000552,10000552,12/19/2021,6,7,6,5,7
10000553,10000553,07/05/2021,9,4,6,4,2
10000554,10000554,09/17/2021,6,9,4,6,4
10000555,10000555,03/26/2021,8,8,6,8,4
10000556,10000556,08/16/2021,4,7,7,9,7
10000557,10000557,10/04/2021,6,10,6,7,6
10000558,10000558,06/19/2021,6,2,9,5,7
10000559,10000559,02/18/2021,10,8,5,5,8
